date ,area,industry,occupation,number_of_jobs 
2002,London,Primary and utilities,"Managers, Directors And Senior Officials",4629
2002,London,Manufacturing,"Managers, Directors And Senior Officials",32275
2002,London,Construction,"Managers, Directors And Senior Officials",37988
2002,London,Wholesale and motor trades,"Managers, Directors And Senior Officials",26937
2002,London,Retail ,"Managers, Directors And Senior Officials",52912
2002,London,Transportation and storage,"Managers, Directors And Senior Officials",24126
2002,London,Accommodation and food service activities,"Managers, Directors And Senior Officials",23131
2002,London,Information and communication,"Managers, Directors And Senior Officials",30037
2002,London,Financial and insurance activities,"Managers, Directors And Senior Officials",62896
2002,London,"Real estate; Professional, scientific and technical","Managers, Directors And Senior Officials",55082
2002,London,Administrative and support service activities,"Managers, Directors And Senior Officials",16444
2002,London,Public administration and defence; compulsory social security,"Managers, Directors And Senior Officials",26606
2002,London,Education,"Managers, Directors And Senior Officials",7495
2002,London,Human health and social work activities,"Managers, Directors And Senior Officials",26889
2002,London,"Arts, entertainment and recreation","Managers, Directors And Senior Officials",13586
2002,London,Other service activities,"Managers, Directors And Senior Officials",9556
2002,London,Total in all industries,"Managers, Directors And Senior Officials",450589
2002,London,Primary and utilities,Professional Occupations,5224
2002,London,Manufacturing,Professional Occupations,24711
2002,London,Construction,Professional Occupations,30786
2002,London,Wholesale and motor trades,Professional Occupations,3353
2002,London,Retail ,Professional Occupations,12292
2002,London,Transportation and storage,Professional Occupations,13057
2002,London,Accommodation and food service activities,Professional Occupations,2036
2002,London,Information and communication,Professional Occupations,112997
2002,London,Financial and insurance activities,Professional Occupations,53374
2002,London,"Real estate; Professional, scientific and technical",Professional Occupations,159099
2002,London,Administrative and support service activities,Professional Occupations,16965
2002,London,Public administration and defence; compulsory social security,Professional Occupations,54302
2002,London,Education,Professional Occupations,181888
2002,London,Human health and social work activities,Professional Occupations,137039
2002,London,"Arts, entertainment and recreation",Professional Occupations,9540
2002,London,Other service activities,Professional Occupations,15512
2002,London,Total in all industries,Professional Occupations,832175
2002,London,Primary and utilities,Associate Professional And Technical Occupations,4869
2002,London,Manufacturing,Associate Professional And Technical Occupations,37474
2002,London,Construction,Associate Professional And Technical Occupations,21405
2002,London,Wholesale and motor trades,Associate Professional And Technical Occupations,20650
2002,London,Retail ,Associate Professional And Technical Occupations,25226
2002,London,Transportation and storage,Associate Professional And Technical Occupations,24668
2002,London,Accommodation and food service activities,Associate Professional And Technical Occupations,6787
2002,London,Information and communication,Associate Professional And Technical Occupations,102009
2002,London,Financial and insurance activities,Associate Professional And Technical Occupations,120249
2002,London,"Real estate; Professional, scientific and technical",Associate Professional And Technical Occupations,108286
2002,London,Administrative and support service activities,Associate Professional And Technical Occupations,46394
2002,London,Public administration and defence; compulsory social security,Associate Professional And Technical Occupations,91483
2002,London,Education,Associate Professional And Technical Occupations,21237
2002,London,Human health and social work activities,Associate Professional And Technical Occupations,46675
2002,London,"Arts, entertainment and recreation",Associate Professional And Technical Occupations,65075
2002,London,Other service activities,Associate Professional And Technical Occupations,10057
2002,London,Total in all industries,Associate Professional And Technical Occupations,752544
2002,London,Primary and utilities,Administrative And Secretarial Occupations,3913
2002,London,Manufacturing,Administrative And Secretarial Occupations,27111
2002,London,Construction,Administrative And Secretarial Occupations,27204
2002,London,Wholesale and motor trades,Administrative And Secretarial Occupations,17665
2002,London,Retail ,Administrative And Secretarial Occupations,31037
2002,London,Transportation and storage,Administrative And Secretarial Occupations,30954
2002,London,Accommodation and food service activities,Administrative And Secretarial Occupations,11837
2002,London,Information and communication,Administrative And Secretarial Occupations,43688
2002,London,Financial and insurance activities,Administrative And Secretarial Occupations,104734
2002,London,"Real estate; Professional, scientific and technical",Administrative And Secretarial Occupations,91018
2002,London,Administrative and support service activities,Administrative And Secretarial Occupations,30396
2002,London,Public administration and defence; compulsory social security,Administrative And Secretarial Occupations,67062
2002,London,Education,Administrative And Secretarial Occupations,33421
2002,London,Human health and social work activities,Administrative And Secretarial Occupations,62096
2002,London,"Arts, entertainment and recreation",Administrative And Secretarial Occupations,20993
2002,London,Other service activities,Administrative And Secretarial Occupations,17846
2002,London,Total in all industries,Administrative And Secretarial Occupations,620975
2002,London,Primary and utilities,Skilled Trades Occupations,3803
2002,London,Manufacturing,Skilled Trades Occupations,55976
2002,London,Construction,Skilled Trades Occupations,126039
2002,London,Wholesale and motor trades,Skilled Trades Occupations,18858
2002,London,Retail ,Skilled Trades Occupations,10441
2002,London,Transportation and storage,Skilled Trades Occupations,14686
2002,London,Accommodation and food service activities,Skilled Trades Occupations,36947
2002,London,Information and communication,Skilled Trades Occupations,17609
2002,London,Financial and insurance activities,Skilled Trades Occupations,1636
2002,London,"Real estate; Professional, scientific and technical",Skilled Trades Occupations,4394
2002,London,Administrative and support service activities,Skilled Trades Occupations,11434
2002,London,Public administration and defence; compulsory social security,Skilled Trades Occupations,3014
2002,London,Education,Skilled Trades Occupations,3136
2002,London,Human health and social work activities,Skilled Trades Occupations,3644
2002,London,"Arts, entertainment and recreation",Skilled Trades Occupations,4741
2002,London,Other service activities,Skilled Trades Occupations,8702
2002,London,Total in all industries,Skilled Trades Occupations,325060
2002,London,Primary and utilities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",4441
2002,London,Manufacturing,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",9429
2002,London,Construction,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",6458
2002,London,Wholesale and motor trades,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",17344
2002,London,Retail ,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",177179
2002,London,Transportation and storage,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",32627
2002,London,Accommodation and food service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",17399
2002,London,Information and communication,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",12305
2002,London,Financial and insurance activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",12349
2002,London,"Real estate; Professional, scientific and technical","Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",16391
2002,London,Administrative and support service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",28895
2002,London,Public administration and defence; compulsory social security,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",10487
2002,London,Education,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",50265
2002,London,Human health and social work activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",89026
2002,London,"Arts, entertainment and recreation","Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",8933
2002,London,Other service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",19218
2002,London,Total in all industries,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",512746
2002,London,Primary and utilities,"Process, Plant And Machine Operatives; and Elementary Occupations",9320
2002,London,Manufacturing,"Process, Plant And Machine Operatives; and Elementary Occupations",51677
2002,London,Construction,"Process, Plant And Machine Operatives; and Elementary Occupations",35064
2002,London,Wholesale and motor trades,"Process, Plant And Machine Operatives; and Elementary Occupations",28186
2002,London,Retail ,"Process, Plant And Machine Operatives; and Elementary Occupations",43176
2002,London,Transportation and storage,"Process, Plant And Machine Operatives; and Elementary Occupations",126410
2002,London,Accommodation and food service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",91822
2002,London,Information and communication,"Process, Plant And Machine Operatives; and Elementary Occupations",8172
2002,London,Financial and insurance activities,"Process, Plant And Machine Operatives; and Elementary Occupations",4379
2002,London,"Real estate; Professional, scientific and technical","Process, Plant And Machine Operatives; and Elementary Occupations",8711
2002,London,Administrative and support service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",56489
2002,London,Public administration and defence; compulsory social security,"Process, Plant And Machine Operatives; and Elementary Occupations",12512
2002,London,Education,"Process, Plant And Machine Operatives; and Elementary Occupations",27698
2002,London,Human health and social work activities,"Process, Plant And Machine Operatives; and Elementary Occupations",17094
2002,London,"Arts, entertainment and recreation","Process, Plant And Machine Operatives; and Elementary Occupations",14706
2002,London,Other service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",14119
2002,London,Total in all industries,"Process, Plant And Machine Operatives; and Elementary Occupations",549535
2002,London,Primary and utilities,Total in all occupations,36199
2002,London,Manufacturing,Total in all occupations,238653
2002,London,Construction,Total in all occupations,284944
2002,London,Wholesale and motor trades,Total in all occupations,132993
2002,London,Retail ,Total in all occupations,352263
2002,London,Transportation and storage,Total in all occupations,266528
2002,London,Accommodation and food service activities,Total in all occupations,189959
2002,London,Information and communication,Total in all occupations,326817
2002,London,Financial and insurance activities,Total in all occupations,359617
2002,London,"Real estate; Professional, scientific and technical",Total in all occupations,442981
2002,London,Administrative and support service activities,Total in all occupations,207017
2002,London,Public administration and defence; compulsory social security,Total in all occupations,265466
2002,London,Education,Total in all occupations,325140
2002,London,Human health and social work activities,Total in all occupations,382463
2002,London,"Arts, entertainment and recreation",Total in all occupations,137574
2002,London,Other service activities,Total in all occupations,95010
2002,London,Total in all industries,Total in all occupations,4043624
2002,UK,Primary and utilities,"Managers, Directors And Senior Officials",65276
2002,UK,Manufacturing,"Managers, Directors And Senior Officials",372834
2002,UK,Construction,"Managers, Directors And Senior Officials",152268
2002,UK,Wholesale and motor trades,"Managers, Directors And Senior Officials",173627
2002,UK,Retail ,"Managers, Directors And Senior Officials",386813
2002,UK,Transportation and storage,"Managers, Directors And Senior Officials",93828
2002,UK,Accommodation and food service activities,"Managers, Directors And Senior Officials",157923
2002,UK,Information and communication,"Managers, Directors And Senior Officials",75220
2002,UK,Financial and insurance activities,"Managers, Directors And Senior Officials",73431
2002,UK,"Real estate; Professional, scientific and technical","Managers, Directors And Senior Officials",115978
2002,UK,Administrative and support service activities,"Managers, Directors And Senior Officials",76043
2002,UK,Public administration and defence; compulsory social security,"Managers, Directors And Senior Officials",128176
2002,UK,Education,"Managers, Directors And Senior Officials",30037
2002,UK,Human health and social work activities,"Managers, Directors And Senior Officials",161130
2002,UK,"Arts, entertainment and recreation","Managers, Directors And Senior Officials",53195
2002,UK,Other service activities,"Managers, Directors And Senior Officials",53523
2002,UK,Total in all industries,"Managers, Directors And Senior Officials",2169302
2002,UK,Primary and utilities,Professional Occupations,59138
2002,UK,Manufacturing,Professional Occupations,378321
2002,UK,Construction,Professional Occupations,139749
2002,UK,Wholesale and motor trades,Professional Occupations,32743
2002,UK,Retail ,Professional Occupations,55400
2002,UK,Transportation and storage,Professional Occupations,31666
2002,UK,Accommodation and food service activities,Professional Occupations,6212
2002,UK,Information and communication,Professional Occupations,290841
2002,UK,Financial and insurance activities,Professional Occupations,85435
2002,UK,"Real estate; Professional, scientific and technical",Professional Occupations,383272
2002,UK,Administrative and support service activities,Professional Occupations,45298
2002,UK,Public administration and defence; compulsory social security,Professional Occupations,217327
2002,UK,Education,Professional Occupations,1089123
2002,UK,Human health and social work activities,Professional Occupations,871846
2002,UK,"Arts, entertainment and recreation",Professional Occupations,31675
2002,UK,Other service activities,Professional Occupations,50580
2002,UK,Total in all industries,Professional Occupations,3768626
2002,UK,Primary and utilities,Associate Professional And Technical Occupations,55710
2002,UK,Manufacturing,Associate Professional And Technical Occupations,459069
2002,UK,Construction,Associate Professional And Technical Occupations,109343
2002,UK,Wholesale and motor trades,Associate Professional And Technical Occupations,150082
2002,UK,Retail ,Associate Professional And Technical Occupations,99463
2002,UK,Transportation and storage,Associate Professional And Technical Occupations,70268
2002,UK,Accommodation and food service activities,Associate Professional And Technical Occupations,18806
2002,UK,Information and communication,Associate Professional And Technical Occupations,172775
2002,UK,Financial and insurance activities,Associate Professional And Technical Occupations,225155
2002,UK,"Real estate; Professional, scientific and technical",Associate Professional And Technical Occupations,278918
2002,UK,Administrative and support service activities,Associate Professional And Technical Occupations,125491
2002,UK,Public administration and defence; compulsory social security,Associate Professional And Technical Occupations,542638
2002,UK,Education,Associate Professional And Technical Occupations,155606
2002,UK,Human health and social work activities,Associate Professional And Technical Occupations,224686
2002,UK,"Arts, entertainment and recreation",Associate Professional And Technical Occupations,201046
2002,UK,Other service activities,Associate Professional And Technical Occupations,55510
2002,UK,Total in all industries,Associate Professional And Technical Occupations,2944566
2002,UK,Primary and utilities,Administrative And Secretarial Occupations,70356
2002,UK,Manufacturing,Administrative And Secretarial Occupations,333583
2002,UK,Construction,Administrative And Secretarial Occupations,170844
2002,UK,Wholesale and motor trades,Administrative And Secretarial Occupations,193152
2002,UK,Retail ,Administrative And Secretarial Occupations,190362
2002,UK,Transportation and storage,Administrative And Secretarial Occupations,154990
2002,UK,Accommodation and food service activities,Administrative And Secretarial Occupations,57937
2002,UK,Information and communication,Administrative And Secretarial Occupations,79459
2002,UK,Financial and insurance activities,Administrative And Secretarial Occupations,373072
2002,UK,"Real estate; Professional, scientific and technical",Administrative And Secretarial Occupations,332989
2002,UK,Administrative and support service activities,Administrative And Secretarial Occupations,112481
2002,UK,Public administration and defence; compulsory social security,Administrative And Secretarial Occupations,487584
2002,UK,Education,Administrative And Secretarial Occupations,163805
2002,UK,Human health and social work activities,Administrative And Secretarial Occupations,348378
2002,UK,"Arts, entertainment and recreation",Administrative And Secretarial Occupations,91694
2002,UK,Other service activities,Administrative And Secretarial Occupations,65324
2002,UK,Total in all industries,Administrative And Secretarial Occupations,3226010
2002,UK,Primary and utilities,Skilled Trades Occupations,172133
2002,UK,Manufacturing,Skilled Trades Occupations,940812
2002,UK,Construction,Skilled Trades Occupations,985517
2002,UK,Wholesale and motor trades,Skilled Trades Occupations,230831
2002,UK,Retail ,Skilled Trades Occupations,96088
2002,UK,Transportation and storage,Skilled Trades Occupations,51923
2002,UK,Accommodation and food service activities,Skilled Trades Occupations,203026
2002,UK,Information and communication,Skilled Trades Occupations,67710
2002,UK,Financial and insurance activities,Skilled Trades Occupations,4989
2002,UK,"Real estate; Professional, scientific and technical",Skilled Trades Occupations,30239
2002,UK,Administrative and support service activities,Skilled Trades Occupations,97782
2002,UK,Public administration and defence; compulsory social security,Skilled Trades Occupations,45918
2002,UK,Education,Skilled Trades Occupations,37706
2002,UK,Human health and social work activities,Skilled Trades Occupations,57622
2002,UK,"Arts, entertainment and recreation",Skilled Trades Occupations,44949
2002,UK,Other service activities,Skilled Trades Occupations,52604
2002,UK,Total in all industries,Skilled Trades Occupations,3119849
2002,UK,Primary and utilities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",60582
2002,UK,Manufacturing,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",110104
2002,UK,Construction,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",37115
2002,UK,Wholesale and motor trades,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",149975
2002,UK,Retail ,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",1373707
2002,UK,Transportation and storage,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",92021
2002,UK,Accommodation and food service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",75469
2002,UK,Information and communication,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",89494
2002,UK,Financial and insurance activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",135597
2002,UK,"Real estate; Professional, scientific and technical","Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",66695
2002,UK,Administrative and support service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",136441
2002,UK,Public administration and defence; compulsory social security,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",111971
2002,UK,Education,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",388352
2002,UK,Human health and social work activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",982778
2002,UK,"Arts, entertainment and recreation","Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",82282
2002,UK,Other service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",210219
2002,UK,Total in all industries,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",4102802
2002,UK,Primary and utilities,"Process, Plant And Machine Operatives; and Elementary Occupations",207283
2002,UK,Manufacturing,"Process, Plant And Machine Operatives; and Elementary Occupations",1296152
2002,UK,Construction,"Process, Plant And Machine Operatives; and Elementary Occupations",304822
2002,UK,Wholesale and motor trades,"Process, Plant And Machine Operatives; and Elementary Occupations",232321
2002,UK,Retail ,"Process, Plant And Machine Operatives; and Elementary Occupations",394869
2002,UK,Transportation and storage,"Process, Plant And Machine Operatives; and Elementary Occupations",819564
2002,UK,Accommodation and food service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",672524
2002,UK,Information and communication,"Process, Plant And Machine Operatives; and Elementary Occupations",37813
2002,UK,Financial and insurance activities,"Process, Plant And Machine Operatives; and Elementary Occupations",16331
2002,UK,"Real estate; Professional, scientific and technical","Process, Plant And Machine Operatives; and Elementary Occupations",41557
2002,UK,Administrative and support service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",385771
2002,UK,Public administration and defence; compulsory social security,"Process, Plant And Machine Operatives; and Elementary Occupations",120278
2002,UK,Education,"Process, Plant And Machine Operatives; and Elementary Occupations",303616
2002,UK,Human health and social work activities,"Process, Plant And Machine Operatives; and Elementary Occupations",191355
2002,UK,"Arts, entertainment and recreation","Process, Plant And Machine Operatives; and Elementary Occupations",84083
2002,UK,Other service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",107797
2002,UK,Total in all industries,"Process, Plant And Machine Operatives; and Elementary Occupations",5216136
2002,UK,Primary and utilities,Total in all occupations,690478
2002,UK,Manufacturing,Total in all occupations,3890875
2002,UK,Construction,Total in all occupations,1899658
2002,UK,Wholesale and motor trades,Total in all occupations,1162731
2002,UK,Retail ,Total in all occupations,2596702
2002,UK,Transportation and storage,Total in all occupations,1314260
2002,UK,Accommodation and food service activities,Total in all occupations,1191897
2002,UK,Information and communication,Total in all occupations,813312
2002,UK,Financial and insurance activities,Total in all occupations,914010
2002,UK,"Real estate; Professional, scientific and technical",Total in all occupations,1249648
2002,UK,Administrative and support service activities,Total in all occupations,979307
2002,UK,Public administration and defence; compulsory social security,Total in all occupations,1653892
2002,UK,Education,Total in all occupations,2168245
2002,UK,Human health and social work activities,Total in all occupations,2837795
2002,UK,"Arts, entertainment and recreation",Total in all occupations,588924
2002,UK,Other service activities,Total in all occupations,595557
2002,UK,Total in all industries,Total in all occupations,24547291
2003,London ,Primary and utilities,"Managers, Directors And Senior Officials",..
2003,London ,Manufacturing,"Managers, Directors And Senior Officials",19635
2003,London ,Construction,"Managers, Directors And Senior Officials",30260
2003,London ,Wholesale and motor trades,"Managers, Directors And Senior Officials",20550
2003,London ,Retail ,"Managers, Directors And Senior Officials",61728
2003,London ,Transportation and storage,"Managers, Directors And Senior Officials",30323
2003,London ,Accommodation and food service activities,"Managers, Directors And Senior Officials",23799
2003,London ,Information and communication,"Managers, Directors And Senior Officials",33303
2003,London ,Financial and insurance activities,"Managers, Directors And Senior Officials",72962
2003,London ,"Real estate; Professional, scientific and technical","Managers, Directors And Senior Officials",44705
2003,London ,Administrative and support service activities,"Managers, Directors And Senior Officials",26996
2003,London ,Public administration and defence; compulsory social security,"Managers, Directors And Senior Officials",25229
2003,London ,Education,"Managers, Directors And Senior Officials",8776
2003,London ,Human health and social work activities,"Managers, Directors And Senior Officials",24362
2003,London ,"Arts, entertainment and recreation","Managers, Directors And Senior Officials",12318
2003,London ,Other service activities,"Managers, Directors And Senior Officials",..
2003,London ,Total in all industries,"Managers, Directors And Senior Officials",449343
2003,London ,Primary and utilities,Professional Occupations,5879
2003,London ,Manufacturing,Professional Occupations,26986
2003,London ,Construction,Professional Occupations,25889
2003,London ,Wholesale and motor trades,Professional Occupations,5389
2003,London ,Retail ,Professional Occupations,16526
2003,London ,Transportation and storage,Professional Occupations,14661
2003,London ,Accommodation and food service activities,Professional Occupations,..
2003,London ,Information and communication,Professional Occupations,122245
2003,London ,Financial and insurance activities,Professional Occupations,60328
2003,London ,"Real estate; Professional, scientific and technical",Professional Occupations,150081
2003,London ,Administrative and support service activities,Professional Occupations,13163
2003,London ,Public administration and defence; compulsory social security,Professional Occupations,48379
2003,London ,Education,Professional Occupations,183219
2003,London ,Human health and social work activities,Professional Occupations,137818
2003,London ,"Arts, entertainment and recreation",Professional Occupations,16969
2003,London ,Other service activities,Professional Occupations,..
2003,London ,Total in all industries,Professional Occupations,847169
2003,London ,Primary and utilities,Associate Professional And Technical Occupations,7421
2003,London ,Manufacturing,Associate Professional And Technical Occupations,49332
2003,London ,Construction,Associate Professional And Technical Occupations,23409
2003,London ,Wholesale and motor trades,Associate Professional And Technical Occupations,28927
2003,London ,Retail ,Associate Professional And Technical Occupations,28294
2003,London ,Transportation and storage,Associate Professional And Technical Occupations,19084
2003,London ,Accommodation and food service activities,Associate Professional And Technical Occupations,5549
2003,London ,Information and communication,Associate Professional And Technical Occupations,90597
2003,London ,Financial and insurance activities,Associate Professional And Technical Occupations,119865
2003,London ,"Real estate; Professional, scientific and technical",Associate Professional And Technical Occupations,109796
2003,London ,Administrative and support service activities,Associate Professional And Technical Occupations,39296
2003,London ,Public administration and defence; compulsory social security,Associate Professional And Technical Occupations,93634
2003,London ,Education,Associate Professional And Technical Occupations,19636
2003,London ,Human health and social work activities,Associate Professional And Technical Occupations,58076
2003,London ,"Arts, entertainment and recreation",Associate Professional And Technical Occupations,57573
2003,London ,Other service activities,Associate Professional And Technical Occupations,11634
2003,London ,Total in all industries,Associate Professional And Technical Occupations,762123
2003,London ,Primary and utilities,Administrative And Secretarial Occupations,3833
2003,London ,Manufacturing,Administrative And Secretarial Occupations,23820
2003,London ,Construction,Administrative And Secretarial Occupations,26135
2003,London ,Wholesale and motor trades,Administrative And Secretarial Occupations,25154
2003,London ,Retail ,Administrative And Secretarial Occupations,35954
2003,London ,Transportation and storage,Administrative And Secretarial Occupations,35930
2003,London ,Accommodation and food service activities,Administrative And Secretarial Occupations,9162
2003,London ,Information and communication,Administrative And Secretarial Occupations,29359
2003,London ,Financial and insurance activities,Administrative And Secretarial Occupations,83701
2003,London ,"Real estate; Professional, scientific and technical",Administrative And Secretarial Occupations,82247
2003,London ,Administrative and support service activities,Administrative And Secretarial Occupations,24138
2003,London ,Public administration and defence; compulsory social security,Administrative And Secretarial Occupations,85804
2003,London ,Education,Administrative And Secretarial Occupations,23437
2003,London ,Human health and social work activities,Administrative And Secretarial Occupations,56959
2003,London ,"Arts, entertainment and recreation",Administrative And Secretarial Occupations,22424
2003,London ,Other service activities,Administrative And Secretarial Occupations,10912
2003,London ,Total in all industries,Administrative And Secretarial Occupations,578969
2003,London ,Primary and utilities,Skilled Trades Occupations,..
2003,London ,Manufacturing,Skilled Trades Occupations,55522
2003,London ,Construction,Skilled Trades Occupations,122680
2003,London ,Wholesale and motor trades,Skilled Trades Occupations,18799
2003,London ,Retail ,Skilled Trades Occupations,19113
2003,London ,Transportation and storage,Skilled Trades Occupations,8592
2003,London ,Accommodation and food service activities,Skilled Trades Occupations,28761
2003,London ,Information and communication,Skilled Trades Occupations,16955
2003,London ,Financial and insurance activities,Skilled Trades Occupations,..
2003,London ,"Real estate; Professional, scientific and technical",Skilled Trades Occupations,3073
2003,London ,Administrative and support service activities,Skilled Trades Occupations,7749
2003,London ,Public administration and defence; compulsory social security,Skilled Trades Occupations,4132
2003,London ,Education,Skilled Trades Occupations,2594
2003,London ,Human health and social work activities,Skilled Trades Occupations,2989
2003,London ,"Arts, entertainment and recreation",Skilled Trades Occupations,6092
2003,London ,Other service activities,Skilled Trades Occupations,8047
2003,London ,Total in all industries,Skilled Trades Occupations,307664
2003,London ,Primary and utilities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",2311
2003,London ,Manufacturing,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",4915
2003,London ,Construction,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",6031
2003,London ,Wholesale and motor trades,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",14094
2003,London ,Retail ,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",164200
2003,London ,Transportation and storage,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",32896
2003,London ,Accommodation and food service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",..
2003,London ,Information and communication,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",12882
2003,London ,Financial and insurance activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",..
2003,London ,"Real estate; Professional, scientific and technical","Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",12020
2003,London ,Administrative and support service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",26087
2003,London ,Public administration and defence; compulsory social security,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",10981
2003,London ,Education,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",54739
2003,London ,Human health and social work activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",87372
2003,London ,"Arts, entertainment and recreation","Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",14723
2003,London ,Other service activities,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",27160
2003,London ,Total in all industries,"Caring, Leisure And Other Service Occupations; and Sales And Customer Service Occupations",493317
2003,London ,Primary and utilities,"Process, Plant And Machine Operatives; and Elementary Occupations",6609
2003,London ,Manufacturing,"Process, Plant And Machine Operatives; and Elementary Occupations",52419
2003,London ,Construction,"Process, Plant And Machine Operatives; and Elementary Occupations",35469
2003,London ,Wholesale and motor trades,"Process, Plant And Machine Operatives; and Elementary Occupations",22366
2003,London ,Retail ,"Process, Plant And Machine Operatives; and Elementary Occupations",38217
2003,London ,Transportation and storage,"Process, Plant And Machine Operatives; and Elementary Occupations",137302
2003,London ,Accommodation and food service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",73769
2003,London ,Information and communication,"Process, Plant And Machine Operatives; and Elementary Occupations",9819
2003,London ,Financial and insurance activities,"Process, Plant And Machine Operatives; and Elementary Occupations",4821
2003,London ,"Real estate; Professional, scientific and technical","Process, Plant And Machine Operatives; and Elementary Occupations",6472
2003,London ,Administrative and support service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",55924
2003,London ,Public administration and defence; compulsory social security,"Process, Plant And Machine Operatives; and Elementary Occupations",16654
2003,London ,Education,"Process, Plant And Machine Operatives; and Elementary Occupations",28451
2003,London ,Human health and social work activities,"Process, Plant And Machine Operatives; and Elementary Occupations",16211
2003,London ,"Arts, entertainment and recreation","Process, Plant And Machine Operatives; and Elementary Occupations",12322
2003,London ,Other service activities,"Process, Plant And Machine Operatives; and Elementary Occupations",15247
2003,London ,Total in all industries,"Process, Plant And Machine Operatives; and Elementary Occupations",532072
2003,London ,Primary and utilities,Total in all occupations,28693
2003,London ,Manufacturing,Total in all occupations,232629
2003,London ,Construction,Total in all occupations,269873
2003,London ,Wholesale and motor trades,Total in all occupations,135279
2003,London ,Retail ,Total in all occupations,364032
2003,London ,Transportation and storage,Total in all occupations,278788
2003,London ,Accommodation and food service activities,Total in all occupations,154073
2003,London ,Information and communication,Total in all occupations,315160
2003,London ,Financial and insurance activities,Total in all occupations,353372
2003,London ,"Real estate; Professional, scientific and technical",Total in all occupations,408394
2003,London ,Administrative and support service activities,Total in all occupations,193353
2003,London ,Public administration and defence; compulsory social security,Total in all occupations,284813
2003,London ,Education,Total in all occupations,320852
2003,London ,Human health and social work activities,Total in all occupations,383787
2003,London ,"Arts, entertainment and recreation",Total in all occupations,142421
2003,London ,Other service activities,Total in all occupations,105138
